iter	Passed	Remaining
1395	3390749	1467057
1396	3393264	1464665
1397	3395650	1462218
1398	3398272	1459872
1399	3401001	1457572
1400	3403419	1455137
1401	3405711	1452650
1402	3407871	1450106
1403	3409890	1447503
1404	3412143	1445000
1405	3414198	1442414
1406	3416215	1439812
1407	3418039	1437130
1408	3419939	1434481
1409	3422019	1431908
1410	3424594	1429543
1411	3427442	1427291
1412	3430533	1425140
1413	3434187	1423220
1414	3437368	1421102
1415	3440232	1418852
1416	3443538	1416783
1417	3445975	1414356
1418	3448185	1411836
1419	3450623	1409409
1420	3452954	1406939
1421	3455221	1404443
1422	3457394	1401909
1423	3459666	1399415
1424	3461819	1396874
1425	3464042	1394362
1426	3466179	1391815
1427	3468420	1389311
1428	3470574	1386772
1429	3472864	1384288
1430	3475208	1381826
1431	3477499	1379343
1432	3479989	1376939
1433	3483112	1374785
1434	3485594	1372376
1435	3487907	1369902
1436	3490042	1367358
1437	3492134	1364798
1438	3494072	1362178
1439	3495968	1359543
1440	3497963	1356947
1441	3500255	1354467
1442	3502419	1351938
1443	3504488	1349373
1444	3506690	1346860
1445	3508701	1344274
1446	3510781	1341715
1447	3512784	1339127
1448	3514982	1336614
1449	3517085	1334066
1450	3519833	1331763
1451	3522538	1329442
1452	3525373	1327171
1453	3528205	1324897
1454	3531457	1322779
1455	3534470	1320571
1456	3537049	1318200
1457	3539537	1315795
1458	3541950	1313362
1459	3544450	1310961
1460	3546804	1308506
1461	3549162	1306053
1462	3551414	1303560
1463	3553829	1301128
1464	3556125	1298653
1465	3559250	1296480
1466	3561596	1294022
1467	3564016	1291591
1468	3566632	1289231
1469	3569305	1286892
1470	3571999	1284559
1471	3575197	1282407
1472	3578093	1280146
1473	3582225	1278324
1474	3584435	1275816
1475	3586605	1273293
1476	3588744	1270760
1477	3590869	1268223
1478	3593129	1265733
1479	3595460	1263269
1480	3597659	1260759
1481	3599994	1258297
1482	3602753	1255983
1483	3605546	1253680
1484	3607993	1251257
1485	3610687	1248918
1486	3613275	1246543
1487	3615917	1244186
1488	3618876	1241938
1489	3622255	1239832
1490	3625311	1237614
1491	3628382	1235400
1492	3631048	1233048
1493	3633244	1230536
1494	3635579	1228072
1495	3638451	1225788
1496	3641220	1223469
1497	3643623	1221027
1498	3646071	1218600
1499	3648487	1216162
1500	3650637	1213636
1501	3652750	1211098
1502	3655006	1208608
1503	3657114	1206069
1504	3659355	1203575
1505	3661899	1201180
1506	3665242	1199047
1507	3669590	1197240
1508	3672752	1195044
1509	3675985	1192869
1510	3678982	1190617
1511	3681328	1188153
1512	3684205	1185861
1513	3687319	1183644
1514	3689753	1181208
1515	3692538	1178884
1516	3695710	1176683
1517	3697987	1174196
1518	3700219	1171695
1519	3703416	1169500
1520	3706912	1167397
1521	3710071	1165186
1522	3712938	1162883
1523	3716549	1160812
1524	3720716	1158911
1525	3725088	1157072
1526	3728584	1154957
1527	3731509	1152665
1528	3734954	1150531
1529	3737658	1148169
1530	3740280	1145781
1531	3743616	1143611
1532	3747052	1141470
1533	3749862	1139136
1534	3752310	1136693
1535	3754763	1134251
1536	3757604	1131926
1537	3760533	1129627
1538	3763358	1127295
1539	3766282	1124993
1540	3769314	1122722
1541	3772611	1120529
1542	3775427	1118192
1543	3778147	1115825
1544	3780725	1113417
1545	3783355	1111024
1546	3786271	1108714
1547	3789147	1106391
1548	3791430	1103896
1549	3793842	1101438
1550	3796204	1098965
1551	3798413	1096449
1552	3800529	1093906
1553	3802627	1091358
1554	3804880	1088856
1555	3807582	1086482
1556	3810545	1084182
1557	3813358	1081838
1558	3815826	1079396
1559	3818235	1076938
1560	3820778	1074517
1561	3823295	1072089
1562	3825426	1069552
1563	3827444	1066985
1564	3829372	1064394
1565	3831643	1061898
1566	3833798	1059371
1567	3835896	1056828
1568	3837955	1054275
1569	3840143	1051759
1570	3842176	1049200
1571	3844193	1046637
1572	3846269	1044092
1573	3848871	1041689
1574	3851293	1039237
1575	3853722	1036788
1576	3856194	1034350
1577	3858447	1031853
1578	3861096	1029462
1579	3863537	1027016
1580	3865914	1024552
1581	3868321	1022097
1582	3870619	1019613
1583	3873039	1017161
1584	3875518	1014725
1585	3877938	1012273
1586	3880123	1009761
1587	3882276	1007240
1588	3884572	1004757
1589	3886865	1002273
1590	3889272	999819
1591	3891710	997373
1592	3893989	994886
1593	3896441	992443
1594	3899087	990050
1595	3901788	987670
1596	3904362	985258
1597	3907108	982889
1598	3909809	980508
1599	3912161	978040
1600	3914525	975575
1601	3916700	973062
1602	3918910	970559
1603	3921020	968032
1604	3923180	965517
1605	3925314	962997
1606	3927475	960484
1607	3929642	957972
1608	3931848	955471
1609	3933990	952954
1610	3936329	950485
1611	3938652	948013
1612	3940927	945529
1613	3943032	943005
1614	3945540	940577
1615	3948466	938249
1616	3953504	936420
1617	3956551	934117
1618	3958649	931590
1619	3960663	929044
1620	3962617	926484
1621	3964665	923947
1622	3966739	921417
1623	3968968	918923
1624	3971320	916458
1625	3973321	913912
1626	3975332	911369
1627	3977347	908828
1628	3979594	906341
1629	3982780	904066
1630	3986765	901971
1631	3990506	899820
1632	3992895	897362
1633	3995190	894883
1634	3997522	892413
1635	3999824	889936
1636	4001876	887404
1637	4004013	884891
1638	4006032	882353
1639	4008574	879931
1640	4010641	877404
1641	4012675	874870
1642	4014716	872339
1643	4016980	869857
1644	4019016	867325
1645	4021002	864784
1646	4022969	862239
1647	4025026	859714
1648	4027386	857254
1649	4029763	854798
1650	4032045	852322
1651	4034418	849865
1652	4037139	847481
1653	4039474	845017
1654	4041766	842543
1655	4043924	840042
1656	4045981	837520
1657	4048056	835003
1658	4050135	832487
1659	4052291	829987
1660	4055313	827664
1661	4058117	825297
1662	4060529	822849
1663	4062655	820343
1664	4064772	817837
1665	4066819	815316
1666	4069018	812827
1667	4071506	810395
1668	4073938	807953
1669	4076893	805613
1670	4081843	803666
1671	4085482	801458
1672	4088244	799077
1673	4090983	796690
1674	4093541	794269
1675	4096424	791910
1676	4099290	789547
1677	4101782	787112
1678	4104412	784703
1679	4106570	782203
1680	4108937	779744
1681	4110973	777223
1682	4113270	774751
1683	4115734	772311
1684	4118562	769938
1685	4121148	767521
1686	4123736	765103
1687	4126702	762755
1688	4129642	760401
1689	4132065	757952
1690	4134747	755551
1691	4137143	753097
1692	4139160	750574
1693	4141635	748134
1694	4143904	745658
1695	4146087	743166
1696	4148270	740675
1697	4150364	738168
1698	4152568	735681
1699	4154735	733188
1700	4157095	730729
1701	4159394	728260
1702	4161986	725842
1703	4164588	723426
1704	4167051	720985
1705	4169841	718600
1706	4172715	716230
1707	4175376	713823
1708	4177733	711363
1709	4179901	708872
1710	4181937	706358
1711	4183888	703831
1712	4185968	701326
1713	4188074	698826
1714	4191857	696606
1715	4194689	694226
1716	4197183	691789
1717	4199474	689320
1718	4202553	686979
1719	4204947	684526
1720	4207397	682082
1721	4211401	679889
1722	4215027	677633
1723	4217555	675200
1724	4219644	672696
1725	4221599	670172
1726	4223536	667646
1727	4225594	665139
1728	4227623	662629
1729	4229656	660119
1730	4231816	657630
1731	4233914	655132
1732	4235980	652629
1733	4238057	650128
1734	4240251	647646
1735	4242839	645224
1736	4245238	642773
1737	4247654	640325
1738	4250130	637886
1739	4252565	635440
1740	4254939	632986
1741	4257330	630534
1742	4259435	628040
1743	4261606	625556
1744	4263774	623073
1745	4265980	620595
1746	4268206	618120
1747	4270341	615632
1748	4272475	613145
1749	4274853	610693
1750	4278030	608355
1751	4280544	605921
1752	4282749	603445
1753	4285117	600991
1754	4287447	598532
1755	4289935	596095
1756	4292444	593661
1757	4294955	591228
1758	4297223	588761
1759	4299463	586290
1760	4301441	583784
1761	4303500	581290
1762	4305384	578772
1763	4307472	576283
1764	4309362	573767
1765	4311544	571291
1766	4313552	568793
1767	4315594	566299
1768	4317565	563797
1769	4320221	561384
1770	4322794	558960
1771	4325199	556515
1772	4327726	554085
1773	4330627	551703
1774	4333109	549267
1775	4335744	546850
1776	4338192	544410
1777	4340840	541994
1778	4343510	539581
1779	4345815	537123
1780	4347879	534635
1781	4349981	532152
1782	4352141	529677
1783	4354266	527198
1784	4356439	524725
1785	4358526	522242
1786	4360554	519752
1787	4362653	517272
1788	4364733	514789
1789	4366851	512312
1790	4368867	509823
1791	4370981	507346
1792	4374174	504993
1793	4377098	502609
1794	4379927	500214
1795	4382557	497796
1796	4385081	495365
1797	4387453	492917
1798	4389860	490473
1799	4392063	488007
1800	4394251	485539
1801	4396240	483049
1802	4398199	480557
1803	4400279	478079
1804	4402638	475631
1805	4404789	473161
1806	4406884	470685
1807	4408978	468210
1808	4410989	465726
1809	4413202	463264
1810	4415328	460793
1811	4417646	458343
1812	4419955	455891
1813	4422729	453488
1814	4425172	451050
1815	4427800	448631
1816	4430539	446223
1817	4433090	443796
1818	4435412	441346
1819	4437516	438875
1820	4439566	436398
1821	4441961	433956
1822	4444110	431490
1823	4446171	429016
1824	4448331	426552
1825	4450370	424076
1826	4452512	421611
1827	4454696	419150
1828	4456747	416677
1829	4458843	414209
1830	4460942	411741
1831	4463564	409322
1832	4465958	406882
1833	4468400	404446
1834	4471204	402042
1835	4474011	399639
1836	4476485	397205
1837	4478581	394738
1838	4480566	392262
1839	4482708	389800
1840	4484779	387332
1841	4486791	384860
1842	4488766	382385
1843	4490969	379930
1844	4493007	377461
1845	4495341	375017
1846	4497444	372554
1847	4499525	370090
1848	4501565	367623
1849	4503844	365176
1850	4506426	362753
1851	4509117	360339
1852	4511648	357912
1853	4514344	355498
1854	4516869	353070
1855	4519043	350615
1856	4521314	348168
1857	4523358	345703
1858	4525379	343237
1859	4527421	340773
1860	4529679	338326
1861	4531782	335867
1862	4533946	333414
1863	4536240	330970
1864	4539021	328561
1865	4542253	326185
1866	4544880	323764
1867	4547335	321332
1868	4549540	318881
1869	4552077	316454
1870	4555340	314077
1871	4558641	311701
1872	4561956	309326
1873	4563917	306858
1874	4566227	304415
1875	4568277	301954
1876	4570370	299496
1877	4572304	297029
1878	4574316	294567
1879	4576422	292112
1880	4578504	289655
1881	4580536	287196
1882	4582643	284742
1883	4584819	282292
1884	4587112	279850
1885	4589095	277389
1886	4591163	274934
1887	4593430	272491
1888	4595909	270061
1889	4598300	267625
1890	4600993	265207
1891	4603563	262782
1892	4606276	260365
1893	4608870	257940
1894	4611238	255503
1895	4613482	253060
1896	4615741	250617
1897	4618234	248187
1898	4621657	245806
1899	4623915	243363
1900	4626103	240917
1901	4628426	238478
1902	4630739	236038
1903	4633946	233644
1904	4638520	231317
1905	4641404	228904
1906	4644027	226478
1907	4646355	224038
1908	4648960	221611
1909	4651507	219180
1910	4653778	216737
1911	4655900	214288
1912	4657908	211833
1913	4659966	209381
1914	4661967	206928
1915	4663969	204474
1916	4666066	202025
1917	4668133	199576
1918	4670189	197126
1919	4672422	194684
1920	4675273	192267
1921	4677920	189842
1922	4680119	187399
1923	4682788	184975
1924	4685323	182545
1925	4688028	180121
1926	4690614	177693
1927	4693615	175280
1928	4696218	172851
1929	4698950	170428
1930	4701136	167984
1931	4704108	165569
1932	4706523	163133
1933	4708553	160684
1934	4710674	158239
1935	4712834	155796
1936	4714939	153351
1937	4717148	150909
1938	4719167	148462
1939	4721327	146020
1940	4723569	143580
1941	4725929	141145
1942	4728532	138716
1943	4730912	136281
1944	4733257	133845
1945	4736020	131420
1946	4738703	128993
1947	4741085	126558
1948	4743425	124122
1949	4745833	121688
1950	4747907	119245
1951	4749904	116800
1952	4751894	114356
1953	4754206	111920
1954	4756361	109481
1955	4758492	107041
1956	4760668	104603
1957	4762664	102161
1958	4764684	99720
1959	4766839	97282
1960	4769037	94845
1961	4771368	92411
1962	4773921	89982
1963	4776360	87550
1964	4778883	85120
1965	4781484	82690
1966	4783953	80259
1967	4786540	77829
1968	4788782	75394
1969	4790884	72957
1970	4793043	70521
1971	4795189	68085
1972	4797292	65649
1973	4799363	63213
1974	4801386	60777
1975	4803402	58340
1976	4805519	55906
1977	4807617	53471
1978	4809708	51037
1979	4811811	48604
1980	4814102	46172
1981	4816499	43742
1982	4818861	41311
1983	4821356	38881
1984	4824013	36453
1985	4826449	34023
1986	4828698	31591
1987	4830882	29160
1988	4832878	26727
1989	4834992	24296
1990	4837051	21865
1991	4839247	19434
1992	4841316	17004
1993	4843327	14573
1994	4845405	12143
1995	4847572	9714
1996	4849599	7285
1997	4851823	4856
1998	4854217	2428
1999	4856766	0
