iter	Passed	Remaining
145	408174	5183254
146	410384	5173076
147	412648	5163686
148	414983	5155262
149	417655	5151079
150	420350	5147207
151	423484	5148683
152	426541	5149164
153	429276	5145739
154	431889	5140882
155	434344	5134169
156	437131	5131424
157	440000	5129621
158	443000	5129331
159	445911	5127978
160	448275	5120359
161	450680	5113274
162	453235	5107931
163	455763	5102330
164	458413	5098118
165	461156	5094949
166	464099	5093980
167	467002	5092556
168	469704	5088930
169	472361	5084836
170	474846	5078909
171	477258	5072258
172	479768	5066692
173	482195	5060286
174	484705	5054788
175	487168	5048832
176	489565	5042246
177	491855	5034607
178	494184	5027431
179	496953	5024748
180	499560	5020445
181	502172	5016203
182	505044	5014569
183	507775	5011527
184	510438	5007818
185	512899	5002150
186	515331	4996231
187	517809	4990800
188	520089	4983504
189	522443	4976962
190	524847	4970933
191	527250	4964941
192	529726	4959671
193	532250	4954871
194	534735	4949727
195	537446	4946699
196	539989	4942133
197	542843	4940420
198	545573	4937575
199	548854	4939694
200	551515	4936197
201	555314	4942850
202	558366	4942781
203	561025	4939221
204	563560	4934594
205	566417	4932778
206	570928	4945287
207	574241	4947308
208	577758	4951031
209	580835	4950927
210	583520	4947475
211	586311	4944927
212	589107	4942418
213	591843	4939405
214	594364	4934609
215	596732	4928569
216	598922	4921104
217	601278	4915034
218	603432	4907366
219	605870	4902046
220	608340	4897001
221	610772	4891682
222	613139	4885869
223	615560	4880513
224	618092	4876060
225	620826	4873213
226	623328	4868553
227	626043	4865568
228	628981	4864306
229	631857	4862555
230	634502	4859025
231	636988	4854293
232	639512	4849866
233	641791	4843603
234	644264	4838835
235	646574	4832871
236	648848	4826665
237	651357	4822231
238	653704	4816624
239	656110	4811473
240	658751	4808064
241	661797	4807601
242	664888	4807444
243	668260	4809284
244	672472	4817097
245	675354	4815334
246	677854	4810846
247	680301	4806002
248	682803	4801561
249	685202	4796416
250	687589	4791208
251	689917	4785615
252	693136	4786200
253	695771	4782746
254	698409	4779311
255	701138	4776503
256	703971	4774404
257	707305	4775683
258	710238	4774227
259	712904	4770973
260	715410	4766661
261	717695	4760894
262	720466	4758363
263	722928	4753804
264	725202	4748022
265	727521	4742565
266	729996	4738141
267	732206	4732018
268	734600	4727113
269	737068	4722698
270	739753	4719682
271	742307	4715833
272	744740	4711232
273	747730	4710153
274	750490	4707619
275	753115	4704240
276	755396	4698727
277	757733	4693587
278	760421	4690630
279	762982	4686889
280	765325	4681833
281	767926	4678359
282	770455	4674460
283	772940	4670301
284	775379	4665878
285	777825	4661514
286	780224	4656881
287	782872	4653742
288	785882	4652748
289	788795	4651171
290	791412	4647850
291	794146	4645214
292	796456	4640104
293	798969	4636197
294	801279	4631126
295	803695	4626680
296	805867	4620851
297	808144	4615646
298	810558	4611239
299	813121	4607688
300	815626	4603817
301	818416	4601562
302	821455	4600690
303	824130	4597781
304	826604	4593752
305	829117	4589950
306	831691	4586494
307	833858	4580805
308	836398	4577181
309	838988	4573839
310	841373	4569387
311	843790	4565124
312	846045	4559998
313	848334	4555071
314	850753	4550858
315	852979	4545626
316	855310	4540969
317	858074	4538622
318	861056	4537416
319	864064	4536339
320	866973	4534731
321	869410	4530655
322	871930	4527021
323	874246	4522336
324	876619	4517959
325	878969	4513481
326	881176	4508281
327	883481	4503598
328	886208	4501076
329	888700	4497360
330	891652	4495976
331	896568	4504444
332	899084	4500823
333	903452	4506442
334	907242	4509130
335	910337	4508337
336	913129	4506034
337	915539	4501854
338	918717	4501444
339	921231	4497777
340	923972	4495221
341	926647	4492344
342	929346	4489582
343	931782	4485558
344	934186	4481386
345	936483	4476713
346	939105	4473608
347	941750	4470607
348	944253	4466943
349	947113	4464965
350	949801	4462174
351	952411	4459019
352	954906	4455328
353	957145	4450453
354	959254	4444997
355	961881	4441948
356	964083	4436944
357	966524	4433054
358	969107	4429820
359	971366	4425115
360	973871	4421539
361	976236	4417334
362	978892	4414455
363	981585	4411741
364	984418	4409653
365	987176	4407230
366	990219	4406070
367	993075	4404076
368	995794	4401466
369	998177	4397376
370	1000703	4393922
371	1002934	4389187
372	1005459	4385745
373	1008294	4383656
374	1011008	4381037
375	1013562	4377728
376	1016111	4374398
377	1018790	4371636
378	1021324	4368249
379	1023926	4365159
380	1026541	4362128
381	1029387	4360074
382	1032517	4359219
383	1035181	4356388
384	1038305	4355491
385	1040960	4352617
386	1043377	4348752
387	1045504	4343696
388	1047679	4338847
389	1049905	4334224
390	1052181	4329819
391	1054351	4324990
392	1056795	4321300
393	1059005	4316654
394	1061298	4312365
395	1063731	4308649
396	1066698	4307098
397	1069198	4303657
398	1072025	4301534
399	1074815	4299263
400	1077373	4296060
401	1079831	4292466
402	1082136	4288269
403	1084326	4283624
404	1086442	4278706
405	1089044	4275704
406	1091237	4271107
407	1093536	4266938
408	1095945	4263200
409	1098125	4258582
410	1100300	4253959
411	1102724	4250307
412	1105381	4247553
413	1107985	4244601
414	1110657	4241908
415	1113574	4240148
416	1116377	4237952
417	1118772	4234207
418	1120915	4229517
419	1123208	4225402
420	1125504	4221309
421	1127830	4217339
422	1130011	4212831
423	1132232	4208485
424	1134317	4203647
425	1136577	4199465
426	1138894	4195506
427	1141243	4191670
428	1143622	4187952
429	1146173	4184866
430	1148976	4182701
431	1151861	4180830
432	1154402	4177710
433	1156828	4174178
434	1159135	4170222
435	1161179	4165332
436	1163531	4161555
437	1165661	4156994
438	1167748	4152290
439	1170050	4148361
440	1172219	4143969
441	1174480	4139910
442	1176863	4136290
443	1179113	4132209
444	1181434	4128383
445	1184016	4125473
446	1186651	4122750
447	1189298	4120069
448	1192059	4117781
449	1194566	4114617
450	1196971	4111105
451	1199280	4107270
452	1201650	4103648
453	1203863	4099498
454	1206114	4095486
455	1208294	4091241
456	1210504	4087109
457	1212816	4083324
458	1215024	4079201
459	1217212	4075014
460	1219920	4072575
461	1222504	4069724
462	1225149	4067072
463	1227884	4064721
464	1230458	4061835
465	1232847	4058344
466	1235278	4054991
467	1237703	4051627
468	1240068	4048071
469	1242271	4043989
470	1244482	4039943
471	1246633	4035712
472	1248784	4031487
473	1251150	4027965
474	1253378	4024004
475	1255884	4020941
476	1258377	4017837
477	1260831	4014615
478	1263468	4011974
479	1265959	4008870
480	1268954	4007363
481	1271371	4004030
482	1273684	4000370
483	1275916	3996466
484	1278081	3992356
485	1280064	3987689
486	1282226	3983590
487	1284341	3979353
488	1286616	3975618
489	1288691	3971274
490	1290889	3967317
491	1292995	3963082
492	1295024	3958624
493	1297177	3954552
494	1299562	3951195
495	1302160	3948487
496	1304723	3945674
497	1307094	3942281
498	1309837	3940013
499	1312331	3936995
500	1315289	3935366
501	1317822	3932465
502	1320960	3931368
503	1323481	3928430
504	1325639	3924417
505	1327837	3920530
506	1330274	3917356
507	1332783	3914395
508	1335194	3911148
509	1337662	3908073
510	1340249	3905344
511	1343780	3905361
512	1346880	3904114
513	1350186	3903457
514	1352978	3901306
515	1355422	3898151
516	1357844	3894940
517	1360397	3892102
518	1363310	3890293
519	1366138	3888239
520	1369022	3886342
521	1371581	3883519
522	1374532	3881806
523	1377034	3878823
524	1379427	3875534
525	1382010	3872781
526	1384527	3869847
527	1387148	3867202
528	1390348	3866168
529	1393846	3865950
530	1396885	3864452
531	1399574	3861984
532	1402303	3859624
533	1404890	3856871
534	1407543	3854301
535	1409952	3851063
536	1412298	3847659
537	1414816	3844723
538	1417493	3842221
539	1419955	3839139
540	1422400	3836011
541	1424730	3832577
542	1427127	3829328
543	1429672	3826475
544	1432548	3824511
545	1435513	3822778
546	1438462	3820998
547	1441889	3820480
548	1444556	3817944
549	1447231	3815429
550	1449975	3813094
551	1452317	3809702
552	1454503	3805906
553	1457188	3803419
554	1459446	3799819
555	1461855	3796617
556	1464106	3793007
557	1466399	3789511
558	1468683	3785997
559	1470942	3782423
560	1473461	3779521
561	1476151	3777057
562	1478804	3774497
563	1481935	3773154
564	1484966	3771551
565	1488350	3770837
566	1491331	3769096
567	1493919	3766361
568	1496541	3763709
569	1499077	3760842
570	1501496	3757684
571	1504309	3755514
572	1506905	3752799
573	1509314	3749622
574	1511759	3746534
575	1514214	3743473
576	1516620	3740296
577	1518996	3737047
578	1521601	3734362
579	1524136	3731506
580	1526885	3729175
581	1529975	3727671
582	1533289	3726708
583	1535939	3724126
584	1538543	3721433
585	1541080	3718580
586	1543360	3715108
587	1545738	3711876
588	1548221	3708896
589	1550740	3706006
590	1553250	3703095
591	1555551	3699689
592	1557898	3696396
593	1560403	3693481
594	1563091	3690998
595	1565563	3688006
596	1567897	3684690
597	1570400	3681775
598	1573098	3679318
599	1576447	3678378
600	1579313	3676305
601	1582370	3674674
602	1585150	3672396
603	1587761	3669727
604	1590201	3666663
605	1592399	3663045
606	1594737	3659751
607	1597152	3656637
608	1599455	3653270
609	1601750	3649891
610	1604059	3646544
611	1606579	3643679
612	1608987	3640562
613	1611561	3637823
614	1614197	3635225
615	1616896	3632767
616	1619909	3631012
617	1623060	3629563
618	1625597	3626736
619	1628431	3624574
620	1631199	3622261
621	1633955	3619920
622	1636246	3616551
623	1638604	3613332
624	1641013	3610229
625	1643486	3607268
626	1645812	3603988
627	1648288	3601037
628	1650627	3597790
629	1653267	3595199
630	1655749	3592267
631	1658228	3589330
632	1660950	3586918
633	1663834	3584855
634	1667031	3583462
635	1669846	3581242
636	1672552	3578789
637	1675016	3575818
638	1677197	3572247
639	1679408	3568743
640	1681762	3565546
641	1684045	3562202
642	1686344	3558894
643	1688601	3555502
644	1690893	3552186
645	1693174	3548852
646	1695381	3545364
647	1697706	3542127
648	1700084	3539004
649	1702747	3536476
650	1705641	3534425
651	1708281	3531846
652	1710939	3529304
653	1713563	3526691
654	1716312	3524336
655	1719020	3521895
656	1721244	3518464
657	1723492	3515086
658	1725640	3511509
659	1727860	3508080
660	1729992	3504477
661	1732186	3501006
662	1734502	3497781
663	1736675	3494275
664	1739503	3492085
665	1742105	3489441
666	1744444	3486274
667	1746874	3483289
668	1749402	3480500
669	1752084	3478019
670	1754646	3475298
671	1757188	3472538
672	1759428	3469185
673	1761616	3465733
674	1763735	3462147
675	1765843	3458546
676	1768026	3455093
677	1770992	3453174
678	1773959	3451252
679	1776727	3448942
680	1778805	3445293
681	1780950	3441778
682	1783251	3438569
683	1785701	3435647
684	1787923	3432291
685	1790241	3429121
686	1792969	3426737
687	1795596	3424160
688	1797814	3420805
689	1800136	3417650
690	1802193	3413995
691	1804311	3410462
692	1806366	3406812
693	1808681	3403657
694	1811007	3400524
695	1813243	3397226
696	1816193	3395265
697	1818733	3392536
698	1821231	3389730
699	1823414	3386341
700	1825762	3383260
701	1828374	3380669
702	1830791	3377719
703	1833316	3374969
704	1836259	3372987
705	1838853	3370363
706	1841163	3367220
707	1843288	3363740
708	1845590	3360588
709	1847707	3357102
710	1849794	3353564
711	1851852	3349980
712	1853943	3346459
713	1856452	3343693
714	1859004	3341008
715	1861165	3337620
716	1863396	3334362
717	1865557	3330981
718	1867728	3327622
719	1870402	3325159
720	1872727	3322077
721	1875146	3319165
722	1877731	3316546
723	1880332	3313956
724	1882608	3310794
725	1885069	3307959
726	1887347	3304805
727	1889452	3301350
728	1891563	3297910
729	1893689	3294500
730	1895795	3291058
731	1898015	3287819
732	1900076	3284306
733	1902255	3281002
734	1904440	3277709
735	1906651	3274467
736	1908894	3271280
737	1911662	3268994
738	1914327	3266532
739	1916957	3264008
740	1920525	3263079
741	1923342	3260869
742	1925821	3258085
743	1928959	3256415
744	1931520	3253769
745	1934064	3251094
746	1936695	3248567
747	1939267	3245939
748	1941590	3242897
749	1943847	3239746
750	1946211	3236774
751	1948316	3233375
752	1950472	3230065
753	1952822	3227077
754	1955044	3223881
755	1957682	3221371
756	1960221	3218699
757	1963119	3216615
758	1965657	3213940
759	1967850	3210703
760	1970191	3207709
761	1972355	3204430
762	1974400	3200960
763	1976400	3197422
764	1978401	3193889
765	1980513	3190540
766	1982792	3187461
767	1985059	3184366
768	1987207	3181083
769	1989378	3177838
770	1991509	3174532
771	1993668	3171275
772	1995884	3168111
773	1998349	3165344
774	2000966	3162817
775	2003639	3160379
776	2006225	3157804
777	2008669	3155005
778	2010975	3151991
779	2013242	3148917
780	2015345	3145589
781	2017426	3142231
782	2019659	3139113
783	2021738	3135757
784	2023844	3132447
785	2026001	3129217
786	2028161	3125996
787	2030314	3122767
788	2032585	3119722
789	2035137	3117108
790	2037655	3114445
791	2040174	3111780
792	2042994	3109577
793	2045499	3106891
794	2047795	3103891
795	2050090	3100890
796	2052170	3097566
797	2054311	3094338
798	2056573	3091294
799	2058605	3087908
800	2060592	3084457
801	2062632	3081089
802	2064709	3077780
803	2066819	3074522
804	2068874	3071186
805	2070948	3067882
806	2073297	3064985
807	2075597	3062019
808	2078055	3059287
809	2080596	3056678
810	2083187	3054143
811	2085857	3051722
812	2088225	3048860
813	2090544	3045927
814	2092713	3042780
815	2094954	3039737
816	2097156	3036641
817	2099422	3033639
818	2101754	3030735
819	2103820	3027448
820	2106049	3024399
821	2108463	3021618
822	2110608	3018452
823	2112821	3015385
824	2115005	3012280
825	2117216	3009215
826	2119436	3006165
827	2121921	3003492
828	2124309	3000683
829	2126788	2998002
830	2129060	2995031
831	2131299	2992016
832	2133463	2988897
833	2135633	2985789
834	2137720	2982567
835	2139738	2979252
836	2141990	2976265
837	2144297	2973357
838	2146425	2970202
839	2148368	2966794
840	2150364	2963463
841	2152424	2960222
842	2154734	2957328
843	2157476	2955026
844	2159948	2952356
845	2162551	2949863
846	2165502	2947844
847	2167915	2945092
848	2170316	2942325
849	2172550	2939332
850	2174595	2936087
851	2176839	2933111
852	2178908	2929904
853	2180969	2926686
854	2183022	2923462
855	2185316	2920563
856	2187522	2917547
857	2189723	2914527
858	2191933	2911520
859	2194145	2908518
860	2196339	2905494
861	2198671	2902654
862	2201496	2900464
863	2203958	2897797
864	2206478	2895205
865	2208800	2892355
866	2211283	2889716
867	2213634	2886906
868	2215805	2883861
869	2217987	2880834
870	2220081	2877694
871	2222200	2874589
872	2224182	2871310
873	2226227	2868114
874	2228345	2865015
875	2230412	2861853
876	2232534	2858764
877	2234729	2855770
878	2237120	2853028
879	2239565	2850356
880	2242243	2847980
881	2245058	2845777
882	2247786	2843462
883	2250490	2841117
884	2252835	2838317
885	2255046	2835352
886	2257138	2832238
887	2259358	2829286
888	2261367	2826074
889	2263431	2822931
890	2265624	2819952
891	2267894	2817070
892	2269939	2813911
893	2272103	2810901
894	2274131	2807726
895	2276287	2804711
896	2278543	2801821
897	2280995	2799172
898	2283384	2796447
899	2286030	2794037
900	2288609	2791544
901	2290811	2788593
902	2293356	2786059
903	2295555	2783107
904	2297686	2780073
905	2299647	2776837
906	2301697	2773710
907	2303793	2770641
908	2305882	2767566
909	2308034	2764569
910	2310070	2761434
911	2312252	2758477
912	2314549	2755657
913	2316525	2752457
914	2318648	2749436
915	2320826	2746480
916	2323146	2743693
917	2325662	2741140
918	2328281	2738707
919	2331007	2736400
920	2333402	2733704
921	2335568	2730740
922	2337600	2727622
923	2339714	2724602
924	2341731	2721471
925	2343757	2718353
926	2345839	2715302
927	2347892	2712221
928	2350045	2709256
929	2352180	2706272
930	2354438	2703431
931	2356695	2700591
932	2358851	2697636
933	2361323	2695043
934	2363840	2692503
935	2366217	2689803
936	2368588	2687096
937	2370973	2684406
938	2373195	2681534
939	2375416	2678661
940	2377513	2675650
941	2379627	2672660
942	2381824	2669764
943	2383924	2666762
944	2385979	2663712
945	2388059	2660691
946	2390114	2657645
947	2392126	2654553
948	2394167	2651495
949	2396212	2648445
950	2398401	2645555
951	2400642	2642723
952	2403208	2640251
953	2405720	2637718
954	2408253	2635209
955	2410658	2632559
956	2412908	2629742
957	2415084	2626845
958	2417642	2624365
959	2419968	2621632
960	2422396	2619011
961	2424481	2616020
962	2426665	2613138
963	2428757	2610158
964	2430789	2607116
965	2432817	2604072
966	2435028	2601224
967	2437131	2598264
968	2439279	2595352
969	2441611	2592639
970	2443972	2589956
971	2446399	2587344
972	2448784	2584688
973	2451572	2582457
974	2453980	2579825
975	2456170	2576966
976	2458428	2574178
977	2460484	2571180
978	2462458	2568100
979	2464569	2565164
980	2466597	2562143
981	2468652	2559153
982	2470604	2556057
983	2472646	2553057
984	2474814	2550189
985	2476984	2547325
986	2479170	2544477
987	2481384	2541660
988	2483599	2538846
989	2485862	2536082
990	2488321	2533518
991	2490769	2530943
992	2493362	2528515
993	2495918	2526050
994	2498491	2523601
995	2500607	2520692
996	2502620	2517681
997	2504749	2514788
998	2506929	2511948
999	2508938	2508938
1000	2511201	2506183
1001	2513331	2503298
1002	2515606	2500557
1003	2517822	2497760
1004	2520509	2495429
1005	2523114	2493017
1006	2525641	2490528
1007	2528380	2488247
1008	2531161	2486007
1009	2533405	2483239
1010	2535754	2480574
1011	2538099	2477907
1012	2540150	2474953
1013	2542192	2471994
1014	2544415	2469211
1015	2546586	2466379
1016	2548665	2463459
1017	2550650	2460450
1018	2552677	2457483
1019	2555336	2455127
1020	2557478	2452273
1021	2559549	2449353
1022	2561896	2446698
1023	2564428	2444221
1024	2566791	2441582
1025	2569245	2439030
1026	2571860	2436631
1027	2574494	2434249
1028	2576926	2431676
1029	2579164	2428921
1030	2581388	2426154
1031	2583617	2423393
1032	2585997	2420773
1033	2588157	2417949
1034	2590127	2414949
1035	2592213	2412059
1036	2594511	2409368
1037	2596949	2406807
1038	2599028	2403914
1039	2601117	2401031
1040	2603422	2398349
1041	2605756	2395695
1042	2608353	2393282
1043	2610769	2390704
1044	2613165	2388108
1045	2615785	2385716
1046	2618120	2383065
1047	2620376	2380342
1048	2622510	2377509
1049	2624515	2374561
1050	2626525	2371619
1051	2628678	2368809
1052	2630730	2365908
1053	2633003	2363207
1054	2635009	2360268
1055	2637056	2357368
1056	2639082	2354451
1057	2641095	2351523
1058	2643254	2348727
1059	2645517	2346024
1060	2647929	2343454
1061	2650389	2340928
1062	2652831	2338384
1063	2655245	2335817
1064	2657616	2333212
1065	2659995	2330615
1066	2662240	2327901
1067	2664272	2325001
1068	2666355	2322148
1069	2668486	2319339
1070	2670601	2316515
1071	2672700	2313680
1072	2674754	2310808
1073	2676796	2307926
1074	2678887	2305089
1075	2680911	2302195
1076	2683014	2299370
1077	2685205	2296622
1078	2687550	2294007
1079	2689955	2291443
1080	2692492	2288992
1081	2694938	2286463
1082	2697281	2283847
1083	2699489	2281118
1084	2701701	2278393
1085	2703743	2275526
1086	2705725	2272609
1087	2707761	2269741
1088	2709840	2266909
1089	2711922	2264082
1090	2713974	2261230
1091	2716117	2258456
1092	2718184	2255620
1093	2720312	2252836
1094	2722387	2250009
1095	2724478	2247197
1096	2726644	2244448
1097	2728931	2241800
1098	2731416	2239313
1099	2733855	2236790
1100	2736321	2234289
1101	2738782	2231784
1102	2740883	2228986
1103	2742872	2226099
1104	2744910	2223253
1105	2747045	2220487
1106	2749182	2217723
1107	2751348	2214984
1108	2753563	2212285
1109	2755547	2209402
1110	2757670	2206633
1111	2759681	2203774
1112	2761857	2201048
1113	2763925	2198238
1114	2766067	2195488
1115	2768390	2192883
1116	2770828	2190368
1117	2773333	2187907
1118	2776103	2185654
1119	2778575	2183166
1120	2780991	2180634
1121	2783151	2177902
1122	2785210	2175092
1123	2787265	2172281
1124	2789241	2169410
1125	2791275	2166585
1126	2793323	2163772
1127	2795274	2160885
1128	2797328	2158080
1129	2799299	2155213
1130	2801193	2152287
1131	2803146	2149409
1132	2805104	2146536
1133	2807286	2143836
1134	2809402	2141086
1135	2811767	2138527
1136	2814160	2135989
1137	2816575	2133469
1138	2819237	2131135
1139	2821516	2128512
1140	2823779	2125877
1141	2826136	2123314
1142	2828352	2120646
1143	2830419	2117866
1144	2832583	2115160
1145	2834635	2112372
1146	2836724	2109612
1147	2838844	2106877
1148	2840976	2104152
1149	2843128	2101443
1150	2845246	2098709
1151	2847511	2096085
1152	2849929	2093573
1153	2852281	2091014
1154	2854706	2088508
1155	2856908	2085840
1156	2859786	2083664
1157	2862526	2081388
1158	2865050	2078953
1159	2867566	2076513
1160	2870004	2074016
1161	2872061	2071245
1162	2874069	2068440
1163	2876176	2065707
1164	2878447	2063093
1165	2880512	2060332
1166	2882626	2057607
1167	2884750	2054890
1168	2886712	2052060
1169	2889066	2049508
1170	2891374	2046925
1171	2893686	2044345
1172	2896455	2042087
1173	2899647	2040126
1174	2902422	2037870
1175	2904733	2035289
1176	2907080	2032733
1177	2909364	2030133
1178	2911883	2027698
1179	2914208	2025128
1180	2916297	2022394
1181	2918470	2019719
1182	2920514	2016957
1183	2922703	2014295
1184	2924989	2011701
1185	2927144	2009018
1186	2929362	2006378
1187	2931674	2003804
1188	2933831	2001124
1189	2936154	1998558
1190	2938613	1996086
1191	2940920	1993510
1192	2943248	1990948
1193	2946077	1988725
1194	2948634	1986318
1195	2950855	1983685
1196	2953146	1981100
1197	2955247	1978387
1198	2957374	1975694
1199	2959517	1973011
1200	2961516	1970234
1201	2963700	1967581
1202	2965759	1964846
1203	2967866	1962144
1204	2969932	1959415
1205	2971956	1956661
1206	2974064	1953963
1207	2976145	1951247
1208	2978273	1948564
1209	2980481	1945934
1210	2983008	1943512
1211	2985487	1941059
1212	2987958	1938601
1213	2990115	1935939
1214	2992656	1933527
1215	2994826	1930874
1216	2996851	1928130
1217	2998907	1925407
1218	3000833	1922601
1219	3002925	1919903
1220	3005120	1917271
1221	3007198	1914566
1222	3009231	1911834
1223	3011407	1909193
1224	3013425	1906453
1225	3015547	1903779
1226	3017644	1901091
1227	3019727	1898395
1228	3021858	1895730
1229	3024245	1893226
1230	3026602	1890704
1231	3029152	1888303
1232	3031995	1886083
1233	3034373	1883573
1234	3036585	1880961
1235	3038747	1878319
1236	3040809	1875616
1237	3042859	1872907
1238	3044903	1870195
1239	3046939	1867479
1240	3048928	1864735
1241	3050963	1862021
1242	3052998	1859308
1243	3055131	1856655
1244	3057251	1853996
1245	3059294	1851290
1246	3061449	1848653
1247	3063971	1846239
1248	3066430	1843786
1249	3069111	1841466
1250	3071724	1839105
1251	3074059	1836578
1252	3076460	1834091
1253	3078652	1831478
1254	3080743	1828807
1255	3082710	1826064
1256	3084800	1823394
1257	3087019	1820801
1258	3089083	1818118
1259	3091235	1815487
1260	3093296	1812804
1261	3095348	1810116
1262	3097430	1807447
1263	3099587	1804822
1264	3101761	1802209
1265	3103970	1799616
1266	3106542	1797234
1267	3108955	1794759
1268	3111592	1792414
1269	3114155	1790026
1270	3116430	1787472
1271	3119071	1785128
1272	3121762	1782813
1273	3123918	1780192
1274	3126076	1777572
1275	3128612	1775169
1276	3130633	1772473
1277	3132701	1769804
1278	3134789	1767148
1279	3136786	1764442
1280	3138834	1761766
1281	3140968	1759138
1282	3143295	1756619
1283	3145570	1754072
1284	3147948	1751582
1285	3150254	1749052
1286	3152893	1746707
1287	3155350	1744262
1288	3157632	1741719
1289	3159782	1739104
1290	3161728	1736379
1291	3163697	1733667
1292	3165689	1730968
1293	3167614	1728234
1294	3169743	1725613
1295	3171795	1722950
1296	3173980	1720361
1297	3176051	1717710
1298	3178168	1715085
1299	3180178	1712403
1300	3182285	1709775
1301	3184360	1707130
1302	3186550	1704547
1303	3189072	1702142
1304	3191459	1699666
1305	3194070	1697308
1306	3196514	1694861
1307	3198669	1692262
1308	3200847	1689675
1309	3202977	1687064
1310	3205021	1684408
1311	3206990	1681714
1312	3208958	1679021
1313	3211045	1676390
1314	3213173	1673782
1315	3215340	1671195
1316	3217555	1668633
1317	3219540	1665953
1318	3221598	1663311
1319	3223756	1660723
1320	3226104	1658232
1321	3228790	1655915
1322	3231592	1653656
1323	3234551	1651477
1324	3236787	1648929
1325	3239101	1646420
1326	3241214	1643810
1327	3243386	1641231
1328	3245656	1638702
1329	3247837	1636128
1330	3249951	1633521
1331	3252070	1630918
1332	3254244	1628342
1333	3256236	1625677
1334	3258489	1623142
1335	3260576	1620526
1336	3262688	1617922
1337	3264800	1615319
1338	3267071	1612796
1339	3269448	1610325
1340	3272034	1607957
1341	3274481	1605520
1342	3276875	1603058
1343	3279131	1600528
1344	3281385	1597997
1345	3283512	1595406
1346	3285564	1592779
1347	3287634	1590161
1348	3289634	1587510
1349	3291637	1584862
1350	3293779	1582281
1351	3295840	1579663
1352	3297904	1577046
1353	3299979	1574436
1354	3302025	1571812
1355	3304259	1569279
1356	3306349	1566678
1357	3308675	1564189
1358	3311080	1561738
1359	3313412	1559253
1360	3316089	1556929
1361	3318405	1554436
1362	3320572	1551874
1363	3322737	1549311
1364	3324774	1546689
1365	3326563	1543953
1366	3328437	1541258
1367	3330428	1538619
1368	3332402	1535972
1369	3334457	1533363
1370	3336458	1530730
1371	3338382	1528064
1372	3340429	1525454
1373	3342688	1522942
1374	3344783	1520356
1375	3346988	1517820
1376	3349109	1515247
1377	3351396	1512749
1378	3353879	1510340
1379	3356286	1507896
1380	3359041	1505609
1381	3361348	1503121
1382	3363582	1500600
1383	3365745	1498048
1384	3367790	1495444
1385	3369863	1492854
1386	3371949	1490270
1387	3373992	1487668
1388	3376041	1485069
1389	3378117	1482483
1390	3380205	1479903
1391	3382273	1477314
1392	3384397	1474751
1393	3386494	1472177
1394	3388611	1469612
