iter	Logloss
1511	0.1740534996
1512	0.1740269478
1513	0.1739851569
1514	0.173942676
1515	0.1739094152
1516	0.1738757627
1517	0.1738428752
1518	0.1738132991
1519	0.1737709615
1520	0.1737341193
1521	0.1736963735
1522	0.1736608916
1523	0.1736296088
1524	0.1735926392
1525	0.1735559525
1526	0.1735278977
1527	0.1735171039
1528	0.1734836381
1529	0.1734491231
1530	0.1734200659
1531	0.1733839088
1532	0.1733517127
1533	0.1733107532
1534	0.1732798805
1535	0.1732375933
1536	0.173210558
1537	0.1731862865
1538	0.1731515171
1539	0.1731182351
1540	0.1730907642
1541	0.1730473289
1542	0.1730107878
1543	0.1729849784
1544	0.1729485646
1545	0.172911605
1546	0.1728773234
1547	0.1728477543
1548	0.1728197094
1549	0.1727949929
1550	0.1727612895
1551	0.1727317233
1552	0.1726810898
1553	0.1726436311
1554	0.1726001831
1555	0.1725569019
1556	0.1725147603
1557	0.172466826
1558	0.172456619
1559	0.1724160524
1560	0.1723814696
1561	0.1723522427
1562	0.1723244198
1563	0.1722844655
1564	0.1722502064
1565	0.1722163292
1566	0.1721803989
1567	0.1721426263
1568	0.1721159544
1569	0.172077383
1570	0.17204309
1571	0.1719993281
1572	0.1719729827
1573	0.1719351167
1574	0.1718986294
1575	0.1718603237
1576	0.1718242083
1577	0.1717974586
1578	0.1717524228
1579	0.1717423176
1580	0.1717123738
1581	0.1716790592
1582	0.1716441221
1583	0.1716124237
1584	0.1715657675
1585	0.171534021
1586	0.1715083346
1587	0.1714737673
1588	0.1714369972
1589	0.1714026448
1590	0.1713575341
1591	0.1713259205
1592	0.1713007939
1593	0.1712686686
1594	0.1712192651
1595	0.1711746634
1596	0.1711377943
1597	0.1711032581
1598	0.1710762256
1599	0.1710402924
1600	0.1710147417
1601	0.170982728
1602	0.1709486556
1603	0.1709081005
1604	0.1708739447
1605	0.170855875
1606	0.1708143788
1607	0.1707851392
1608	0.1707522488
1609	0.1707157459
1610	0.1706855166
1611	0.1706568622
1612	0.1706228394
1613	0.1705997078
1614	0.1705727277
1615	0.1705409189
1616	0.1705159832
1617	0.1704832921
1618	0.1704506082
1619	0.1704215396
1620	0.1703867518
1621	0.1703533836
1622	0.1703185575
1623	0.1702747914
1624	0.1702414542
1625	0.1702157846
1626	0.1701774252
1627	0.1701503291
1628	0.1701187085
1629	0.1700920492
1630	0.1700543713
1631	0.1700336688
1632	0.1699946393
1633	0.1699646262
1634	0.1699371002
1635	0.1699121136
1636	0.1698771982
1637	0.1698506875
1638	0.1698133998
1639	0.1697830262
1640	0.1697503671
1641	0.1697138387
1642	0.169674759
1643	0.1696506929
1644	0.1696251818
1645	0.169588587
1646	0.1695473276
1647	0.1695175649
1648	0.1694803055
1649	0.1694500379
1650	0.1694181614
1651	0.1693879108
1652	0.1693531951
1653	0.1693244857
1654	0.1692763009
1655	0.1692522659
1656	0.1692231677
1657	0.1691826648
1658	0.1691495779
1659	0.1691151069
1660	0.1690804222
1661	0.1690392562
1662	0.1689843499
1663	0.1689746589
1664	0.1689340176
1665	0.1689100998
1666	0.1688749246
1667	0.1688447065
1668	0.1688095666
1669	0.1687753769
1670	0.1687404632
1671	0.168710009
1672	0.1686751462
1673	0.1686391537
1674	0.1686012115
1675	0.1685725331
1676	0.1685361655
1677	0.1684969748
1678	0.1684614235
1679	0.1684290491
1680	0.1683955226
1681	0.1683707721
1682	0.168336516
1683	0.1683124357
1684	0.1682785938
1685	0.168254071
1686	0.1682242063
1687	0.1681953005
1688	0.1681685041
1689	0.16814492
1690	0.1681131226
1691	0.1681037554
1692	0.1680730014
1693	0.168043001
1694	0.1680082218
1695	0.1679730055
1696	0.1679356416
1697	0.1678904615
1698	0.1678542329
1699	0.1678180933
1700	0.1677850446
1701	0.1677516368
1702	0.167724395
1703	0.1676976184
1704	0.1676687365
1705	0.1676200839
1706	0.1675830057
1707	0.1675544501
1708	0.1675195728
1709	0.1674919252
1710	0.1674564516
1711	0.1674234665
1712	0.1673889812
1713	0.1673586642
1714	0.1673293565
1715	0.1673021303
1716	0.1672660841
1717	0.16723852
1718	0.1671829179
1719	0.1671572386
1720	0.1671312085
1721	0.1671007571
1722	0.1670696935
1723	0.1670437709
1724	0.1670139656
1725	0.1669847967
1726	0.166965337
1727	0.1669264913
1728	0.1668946429
1729	0.1668584977
1730	0.1668338929
1731	0.16680882
1732	0.1667750092
1733	0.1667517829
1734	0.1667278949
1735	0.1666825679
1736	0.1666528164
1737	0.1666227255
1738	0.1665775101
1739	0.1665413777
1740	0.1665031215
1741	0.1664723747
1742	0.1664444175
1743	0.1664108048
1744	0.1663794343
1745	0.1663499203
1746	0.166321406
1747	0.1662892099
1748	0.1662608624
1749	0.1662316469
1750	0.166206106
1751	0.1661707766
1752	0.1661487762
1753	0.1661392634
1754	0.1661129294
1755	0.1660830168
1756	0.166045985
1757	0.1660089151
1758	0.1659795128
1759	0.1659524379
1760	0.1659254647
1761	0.1658978058
1762	0.1658764954
1763	0.165843646
1764	0.1658343891
1765	0.1658003267
1766	0.1657675919
1767	0.1657323064
1768	0.165700376
1769	0.1656721983
1770	0.1656282695
1771	0.1656055283
1772	0.1655776644
1773	0.165545826
1774	0.1655229956
1775	0.1654945789
1776	0.1654561177
1777	0.1654265572
1778	0.1654002075
1779	0.1653796304
1780	0.1653707129
1781	0.1653446219
1782	0.1653183896
1783	0.1652851585
1784	0.1652541854
1785	0.1652267611
1786	0.1651991489
1787	0.1651648856
1788	0.1651296666
1789	0.1651064686
1790	0.1650758122
1791	0.1650413496
1792	0.1650132396
1793	0.1649845074
1794	0.1649487009
1795	0.1649220868
1796	0.1648912509
1797	0.1648655375
1798	0.1648349857
1799	0.1647995857
1800	0.1647705553
1801	0.1647339421
1802	0.1647041285
1803	0.1646752013
1804	0.1646364503
1805	0.1646091195
1806	0.1645743896
1807	0.1645507477
1808	0.1645174543
1809	0.1644895566
1810	0.164455798
1811	0.1644242863
1812	0.1643993944
1813	0.1643612018
1814	0.1643288939
1815	0.1643049381
1816	0.1642753774
1817	0.1642454322
1818	0.1642187646
1819	0.1641857328
1820	0.1641584386
1821	0.1641268194
1822	0.1640983532
1823	0.1640638707
1824	0.1640294845
1825	0.1640019315
1826	0.1639696732
1827	0.1639355385
1828	0.1639045372
1829	0.1638640046
1830	0.1638398239
1831	0.1638182829
1832	0.1637916732
1833	0.1637574594
1834	0.1637288787
1835	0.1637049044
1836	0.1636785421
1837	0.1636386994
1838	0.1636199878
1839	0.1635882794
1840	0.1635618097
1841	0.1635410451
1842	0.1635214525
1843	0.1634972196
1844	0.1634736158
1845	0.1634245079
1846	0.1634057086
1847	0.1633734672
1848	0.1633646289
1849	0.1633328753
1850	0.1633087922
1851	0.1632838339
1852	0.1632497516
1853	0.1632153115
1854	0.1631817394
1855	0.163145983
1856	0.1631216072
1857	0.1630941801
1858	0.1630489124
1859	0.1630282226
1860	0.1629931365
1861	0.1629762402
1862	0.1629483211
1863	0.1629192625
1864	0.1628847546
1865	0.1628431743
1866	0.1628125943
1867	0.1627752191
1868	0.1627494237
1869	0.1627186712
1870	0.1626946136
1871	0.1626648522
1872	0.1626418041
1873	0.1626138356
1874	0.1625914252
1875	0.1625658758
1876	0.1625300911
1877	0.162503528
1878	0.1624791649
1879	0.1624470438
1880	0.1624198614
1881	0.1623949072
1882	0.1623699828
1883	0.162330867
1884	0.1623000001
1885	0.1622732377
1886	0.1622384272
1887	0.1622128581
1888	0.1621821226
1889	0.1621712114
1890	0.1621283403
1891	0.1621037383
1892	0.1620730989
1893	0.1620351524
1894	0.162006969
1895	0.161970787
1896	0.1619546629
1897	0.1619270973
1898	0.161902894
1899	0.161880253
1900	0.1618492913
1901	0.1618165903
1902	0.1617892353
1903	0.1617618493
1904	0.1617431716
1905	0.1617247073
1906	0.1616958862
1907	0.1616702506
1908	0.1616425366
1909	0.1616135641
1910	0.16157786
1911	0.1615530035
1912	0.1615317044
1913	0.1614969293
1914	0.1614640842
1915	0.1614495945
1916	0.1614304501
1917	0.1613986852
1918	0.1613612406
1919	0.1613353007
1920	0.1613132366
1921	0.1612861231
1922	0.1612523731
1923	0.1612130113
1924	0.1611906842
1925	0.1611612353
1926	0.1611279391
1927	0.1610968609
1928	0.161077858
1929	0.1610607187
1930	0.1610341159
1931	0.1610018392
1932	0.1609776246
1933	0.1609504677
1934	0.1609250795
1935	0.1608994142
1936	0.1608743116
1937	0.160850852
1938	0.1608427093
1939	0.1608190447
1940	0.1607925057
1941	0.1607628998
1942	0.1607396948
1943	0.160713037
1944	0.1606914324
1945	0.1606707864
1946	0.160644779
1947	0.1606197641
1948	0.1605898542
1949	0.1605651419
1950	0.16053667
1951	0.1605074274
1952	0.1604858498
1953	0.160464996
1954	0.1604356291
1955	0.1604004412
1956	0.1603729604
1957	0.1603484559
1958	0.1603243601
1959	0.1602971154
1960	0.160270411
1961	0.1602430295
1962	0.1602085414
1963	0.1601968272
1964	0.1601666826
1965	0.1601485916
1966	0.1601214756
1967	0.1601010263
1968	0.1600709312
1969	0.1600481503
1970	0.160019305
1971	0.1599902661
1972	0.1599592605
1973	0.1599276582
1974	0.1599091742
1975	0.1598832006
1976	0.1598611408
1977	0.1598410719
1978	0.1598171868
1979	0.1597893271
1980	0.1597602585
1981	0.1597270584
1982	0.1597018102
1983	0.1596767657
1984	0.1596544485
1985	0.1596268882
1986	0.159587888
1987	0.1595609628
1988	0.159535159
1989	0.1595001789
1990	0.1594718257
1991	0.159450142
1992	0.1594255499
1993	0.1593977085
1994	0.1593761422
1995	0.1593440677
1996	0.1593125318
1997	0.1592816054
1998	0.1592513138
1999	0.1592218493
