iter	Logloss
475	0.2406942898
476	0.2405571587
477	0.2404153562
478	0.2402916238
479	0.2401751639
480	0.2400517336
481	0.2399351458
482	0.2397954079
483	0.2396667714
484	0.2395632282
485	0.2393950396
486	0.2392519545
487	0.2390976404
488	0.238922112
489	0.23876621
490	0.2386428241
491	0.2385045073
492	0.2383694195
493	0.2382576294
494	0.2381327232
495	0.2379623709
496	0.2378030736
497	0.2376898223
498	0.2375728212
499	0.2374442105
500	0.2373208673
501	0.2372039848
502	0.2370920003
503	0.2369592513
504	0.2368307807
505	0.2367267564
506	0.2365940206
507	0.2364716268
508	0.2363414179
509	0.2362137293
510	0.2361114073
511	0.2359522752
512	0.2358401177
513	0.2357343515
514	0.2356178112
515	0.2354499701
516	0.2352994156
517	0.2351639895
518	0.2350232669
519	0.2349116102
520	0.2347933579
521	0.2346582322
522	0.2345272563
523	0.2344209446
524	0.2342858086
525	0.2341637306
526	0.2340556176
527	0.2339357961
528	0.2338337709
529	0.233725449
530	0.2336179932
531	0.2335033622
532	0.2333808753
533	0.2332481092
534	0.2331388764
535	0.2330440249
536	0.2329285377
537	0.232800285
538	0.2326787837
539	0.2325653837
540	0.2324482861
541	0.232348836
542	0.2322185936
543	0.2320870253
544	0.2319679659
545	0.2318513863
546	0.23171503
547	0.2315943457
548	0.2314770813
549	0.2313618734
550	0.2312490249
551	0.2311203815
552	0.2310043133
553	0.2308885068
554	0.2307992115
555	0.2307082026
556	0.2306030176
557	0.2304666077
558	0.230370507
559	0.2302806727
560	0.2301585523
561	0.2300623627
562	0.2299463612
563	0.2298134894
564	0.2297137365
565	0.2296028438
566	0.2294715528
567	0.229372558
568	0.2292645453
569	0.2291563911
570	0.2290555867
571	0.2289026499
572	0.2288024723
573	0.2286672062
574	0.2285605679
575	0.2284290775
576	0.2283334898
577	0.2282359567
578	0.2281216534
579	0.2280028072
580	0.2279041245
581	0.2278007479
582	0.2276991056
583	0.2275943689
584	0.2274805009
585	0.2273622811
586	0.2272812384
587	0.2271954619
588	0.2270739281
589	0.2269587858
590	0.2268218976
591	0.2267205454
592	0.2266019778
593	0.2265111087
594	0.2263848581
595	0.2262829025
596	0.2261938614
597	0.2260978019
598	0.2260041165
599	0.2259125836
600	0.2258011755
601	0.2257038829
602	0.2256054267
603	0.2254729053
604	0.2253596006
605	0.2252343285
606	0.2251110341
607	0.2250163372
608	0.2249381166
609	0.2248416695
610	0.2247455858
611	0.2246399085
612	0.224548949
613	0.2244467108
614	0.2243543005
615	0.2242578168
616	0.2241573872
617	0.2240173241
618	0.2239294525
619	0.2238373901
620	0.2237456674
621	0.2236555123
622	0.2235650249
623	0.2234680478
624	0.2233786606
625	0.2232836265
626	0.2231918906
627	0.2230623112
628	0.2229705671
629	0.2228729098
630	0.2227793367
631	0.2226905745
632	0.222608627
633	0.222484281
634	0.2223850457
635	0.222236881
636	0.2221171698
637	0.2220386212
638	0.2219607003
639	0.2218538509
640	0.2217452033
641	0.2216559191
642	0.2215693044
643	0.2214908832
644	0.2213921866
645	0.2213025829
646	0.2212064129
647	0.221116023
648	0.2210366957
649	0.2209497401
650	0.2208538008
651	0.2207602327
652	0.2206692517
653	0.2205982268
654	0.220490261
655	0.2203826105
656	0.2202917441
657	0.2202012806
658	0.2201221524
659	0.2200328584
660	0.2199465846
661	0.2198598837
662	0.2197464053
663	0.2196627031
664	0.219573703
665	0.2194725999
666	0.2193697349
667	0.2192721002
668	0.219195705
669	0.2190888377
670	0.2190049052
671	0.2189141664
672	0.218800858
673	0.2187179876
674	0.2186382642
675	0.2185681853
676	0.2184699123
677	0.2183707364
678	0.2183066257
679	0.2182255946
680	0.2181031245
681	0.2179960238
682	0.217914553
683	0.217841253
684	0.2177626027
685	0.217684593
686	0.2176007975
687	0.2175040997
688	0.2174128092
689	0.2173274234
690	0.2172355898
691	0.2171474525
692	0.217066109
693	0.2169459581
694	0.2168547639
695	0.2167785783
696	0.2167187488
697	0.2166381278
698	0.216558489
699	0.2164636833
700	0.21637869
701	0.2162950461
702	0.2162052741
703	0.2161241792
704	0.2160390308
705	0.2159474222
706	0.2158738128
707	0.2158057555
708	0.2157231836
709	0.2156399851
710	0.2155675703
711	0.2154996971
712	0.2154160415
713	0.2152956157
714	0.215228547
715	0.2151384951
716	0.2150699502
717	0.2149963324
718	0.2149144062
719	0.2148162145
720	0.2147365547
721	0.2146615212
722	0.214574276
723	0.2145065496
724	0.2144379283
725	0.2143480252
726	0.2142556574
727	0.214180972
728	0.2140953398
729	0.2139978211
730	0.2139330867
731	0.2138514177
732	0.2137797213
733	0.2136709466
734	0.2136143266
735	0.2135466642
736	0.2134742778
737	0.2133891931
738	0.2133114197
739	0.2132220961
740	0.2131469864
741	0.2130798074
742	0.2130134934
743	0.2129328879
744	0.2128678241
745	0.2127813185
746	0.2127004129
747	0.2126300595
748	0.2125563696
749	0.2124859866
750	0.2123886576
751	0.212297497
752	0.2122105558
753	0.2121153792
754	0.2120495178
755	0.2119804129
756	0.2119074819
757	0.2118158618
758	0.2117332291
759	0.2116653571
760	0.2115321286
761	0.2114432502
762	0.2113480601
763	0.2112810888
764	0.2112082865
765	0.2111374172
766	0.2110599678
767	0.2109771212
768	0.2108741901
769	0.2107929217
770	0.2107171814
771	0.2106458541
772	0.2105547575
773	0.2104667277
774	0.210397104
775	0.2103123203
776	0.2102352565
777	0.2101641961
778	0.2100921561
779	0.2100226165
780	0.2099563566
781	0.2098898618
782	0.2098168582
783	0.209744544
784	0.2096785934
785	0.2096006277
786	0.2095351186
787	0.2094523466
788	0.2093781093
789	0.2093029286
790	0.2092050337
791	0.2091326403
792	0.2090738462
793	0.2090076809
794	0.2089242519
795	0.2088456993
796	0.20876835
797	0.2086784825
798	0.2086110162
799	0.2085269635
800	0.2084641137
801	0.20838553
802	0.2083069843
803	0.2082234322
804	0.2081353499
805	0.2080404549
806	0.2079793373
807	0.2078802152
808	0.2078144193
809	0.2077373148
810	0.2076605918
811	0.2075866632
812	0.2075272237
813	0.2074690412
814	0.2074075121
815	0.2073495883
816	0.2072806751
817	0.2072198714
818	0.2071494859
819	0.207076552
820	0.2070079349
821	0.206941436
822	0.2068776335
823	0.206810955
824	0.2067572307
825	0.2066801371
826	0.2066240626
827	0.2065639714
828	0.2064771532
829	0.2064162928
830	0.2063471371
831	0.2062687456
832	0.2062114017
833	0.2061437449
834	0.2060762267
835	0.2060053911
836	0.2059430037
837	0.2058788772
838	0.2058312667
839	0.2057535159
840	0.2056791526
841	0.2056089743
842	0.2055469051
843	0.2054604714
844	0.2053969217
845	0.2053224724
846	0.2052454273
847	0.2051906524
848	0.2051288927
849	0.2050507616
850	0.2049962652
851	0.2049325063
852	0.2048682765
853	0.2048104207
854	0.2047480024
855	0.20467163
856	0.2046028673
857	0.2045520628
858	0.2044813759
859	0.204413319
860	0.2043370597
861	0.2042697746
862	0.2042168661
863	0.2041560537
864	0.2040879811
865	0.2040226742
866	0.203965169
867	0.203905489
868	0.2038399317
869	0.203792738
870	0.2037159103
871	0.2036548321
872	0.2035879703
873	0.2035201238
874	0.203460727
875	0.2033978672
876	0.2033444937
877	0.2032618522
878	0.203187174
879	0.2031416323
880	0.2030750726
881	0.2030228849
882	0.2029606912
883	0.2028848774
884	0.2028061073
885	0.2027509096
886	0.2027006083
887	0.2026109226
888	0.2025660068
889	0.2025005864
890	0.2024336917
891	0.2023665572
892	0.2023118092
893	0.2022478656
894	0.2021964388
895	0.20212731
896	0.2020711621
897	0.2019983839
898	0.2019467323
899	0.201893216
900	0.2018445703
901	0.2017833154
902	0.201719926
903	0.2016582754
904	0.2015942421
905	0.2015191663
906	0.2014687887
907	0.2014149202
908	0.2013510002
909	0.2012898566
910	0.201231673
911	0.2011838531
912	0.2011143186
913	0.2010608768
914	0.2009784317
915	0.2009178373
916	0.200870911
917	0.2008159933
918	0.200754467
919	0.2007072991
920	0.2006523799
921	0.2006049176
922	0.2005438069
923	0.2004826338
924	0.2004095785
925	0.2003424529
926	0.2002840344
927	0.2002364039
928	0.2001799012
929	0.2001290486
930	0.2000765275
931	0.1999892721
932	0.1999260097
933	0.1998785901
934	0.1998155463
935	0.1997570138
936	0.1996980947
937	0.1996315011
938	0.1995713478
939	0.1995073347
940	0.1994333887
941	0.1993788033
942	0.1993106558
943	0.1992545249
944	0.1991888715
945	0.1991113214
946	0.1990505869
947	0.1990029283
948	0.1989599001
949	0.1988992447
950	0.1988367088
951	0.1987757623
952	0.1987013821
953	0.1986366959
954	0.1985821146
955	0.1985236833
956	0.1984569808
957	0.1984067659
958	0.1983515457
959	0.1982981762
960	0.1982407688
961	0.1981897209
962	0.1981217853
963	0.1980684554
964	0.1979981813
965	0.1979397543
966	0.1978957514
967	0.1978387721
968	0.1977870383
969	0.1977397289
970	0.1976826833
971	0.1976278914
972	0.1975834126
973	0.1975239352
974	0.197471916
975	0.1974171185
976	0.1973442427
977	0.1972849363
978	0.1972284153
979	0.1971792919
980	0.1971209526
981	0.1970616307
982	0.1970122357
983	0.1969614735
984	0.1968970062
985	0.196845431
986	0.1967874254
987	0.1967307939
988	0.196660817
989	0.1965959256
990	0.1965559629
991	0.1964939275
992	0.1964275897
993	0.1963729645
994	0.1963063188
995	0.1962460408
996	0.1961985758
997	0.1961497902
998	0.1960900496
999	0.1960285219
1000	0.1959801859
1001	0.1959359277
1002	0.1958862855
1003	0.1958380457
1004	0.1957873272
1005	0.1957421965
1006	0.1956936768
1007	0.1956506699
1008	0.1955894475
1009	0.1955553878
1010	0.1955008492
1011	0.1954441387
1012	0.1953740512
1013	0.1953193005
1014	0.1952538704
1015	0.1951877191
1016	0.1951301744
1017	0.1950845884
1018	0.1950441109
1019	0.1949733591
1020	0.1949126034
1021	0.1948625228
1022	0.1948092877
1023	0.1947640666
1024	0.1947093131
1025	0.1946659753
1026	0.1946119145
1027	0.1945596239
1028	0.1945011641
1029	0.1944538574
1030	0.1944091637
1031	0.1943590843
1032	0.1943128508
1033	0.1942600936
1034	0.1942080957
1035	0.1941605841
1036	0.1941089566
1037	0.194071819
1038	0.1940126935
1039	0.1939623895
1040	0.1939125606
1041	0.1938492512
1042	0.1937984567
1043	0.1937294876
1044	0.1936710606
1045	0.193618145
1046	0.1935707056
1047	0.1935211778
1048	0.1934755256
1049	0.193441688
1050	0.1934066244
1051	0.1933586516
1052	0.1933147765
1053	0.1932508077
1054	0.193195777
1055	0.1931418163
1056	0.1931003195
1057	0.1930520019
1058	0.1930077188
1059	0.1929590628
1060	0.1929076885
1061	0.1928598982
1062	0.1928058712
1063	0.192754723
1064	0.1927091542
1065	0.1926671979
1066	0.1926144606
1067	0.1925598369
1068	0.1925127227
1069	0.1924518497
1070	0.1923945835
1071	0.192344329
1072	0.192295535
1073	0.1922381535
1074	0.192197253
1075	0.192137125
1076	0.1920915321
1077	0.1920437434
1078	0.1919831305
1079	0.1919338105
1080	0.19187944
1081	0.1918239694
1082	0.1917668887
1083	0.191718902
1084	0.1916774858
1085	0.1916266557
1086	0.1915844999
1087	0.1915313396
1088	0.1914640515
1089	0.1914181361
1090	0.1913722367
1091	0.1913309025
1092	0.1912892757
1093	0.1912280067
1094	0.1911815824
1095	0.1911190664
1096	0.1910731186
1097	0.1910296098
1098	0.1909755603
1099	0.1909259829
1100	0.1908891917
1101	0.1908529105
1102	0.1908013126
1103	0.1907384983
1104	0.1906875608
1105	0.1906485905
1106	0.1906042431
1107	0.1905581568
1108	0.1904936063
1109	0.1904483669
1110	0.1903917455
1111	0.1903418176
1112	0.1902932074
1113	0.1902447344
1114	0.1901930474
1115	0.1901490932
1116	0.1901022845
1117	0.1900621209
1118	0.1900160881
1119	0.1899676038
1120	0.1899174383
1121	0.1898654545
1122	0.189839688
1123	0.1897898208
1124	0.1897365491
1125	0.1896938829
1126	0.1896557966
1127	0.1896169225
1128	0.1895718965
1129	0.1895174934
1130	0.1894637677
1131	0.189422278
1132	0.1893707679
1133	0.1893286147
1134	0.1892835973
1135	0.1892291278
1136	0.1891869001
1137	0.1891392216
1138	0.1891004366
1139	0.1890582866
1140	0.1890097103
1141	0.1889593145
1142	0.1889093456
1143	0.1888640878
1144	0.188810666
1145	0.1887661889
1146	0.1887231693
1147	0.1886770574
1148	0.1886403948
1149	0.1885981203
1150	0.1885524894
1151	0.1885146135
1152	0.1884748419
1153	0.1884234915
1154	0.1883722641
1155	0.1883323155
1156	0.1882904949
1157	0.1882485532
1158	0.1882099909
1159	0.1881617794
1160	0.1881103287
1161	0.1880574768
1162	0.1880164578
1163	0.1879707092
1164	0.1878788885
1165	0.1878295417
1166	0.187785418
1167	0.187726407
1168	0.1877097964
1169	0.1876560736
1170	0.1876119413
1171	0.1875694964
1172	0.1875284888
1173	0.1874803702
1174	0.187450904
1175	0.1874108593
1176	0.1873547073
1177	0.1873117259
1178	0.1872668795
1179	0.1872143825
1180	0.187169324
1181	0.1871275911
1182	0.1870983317
1183	0.1870544355
1184	0.1869983386
1185	0.1869573904
1186	0.1869106719
1187	0.1868578383
1188	0.1868089877
1189	0.1867624602
1190	0.1867069909
1191	0.1866673094
1192	0.1866276224
1193	0.1865835834
1194	0.1865379438
1195	0.1865080009
1196	0.1864438038
1197	0.1864095519
1198	0.186366972
1199	0.1863109727
1200	0.1862958382
1201	0.1862487324
1202	0.1861964814
1203	0.1861501969
1204	0.1861061649
1205	0.1860631014
1206	0.186015717
1207	0.1859709173
1208	0.185931861
1209	0.1858927678
1210	0.1858440373
1211	0.185799994
1212	0.1857720325
1213	0.1857547065
1214	0.1857170115
1215	0.1856719051
1216	0.1856289717
1217	0.1855871794
1218	0.1855573813
1219	0.1855204712
1220	0.1854699111
1221	0.1854238416
1222	0.1853753176
1223	0.1853230031
1224	0.1852747477
1225	0.1852285016
1226	0.1851861224
1227	0.1851428003
1228	0.1850913312
1229	0.1850396811
1230	0.1849821009
1231	0.184933068
1232	0.1848864777
1233	0.1848480718
1234	0.1848035988
1235	0.1847573455
1236	0.1847067983
1237	0.1846789655
1238	0.1846253797
1239	0.1845880809
1240	0.1845523189
1241	0.1845081387
1242	0.1844645281
1243	0.1844210602
1244	0.1843713317
1245	0.1843304245
1246	0.1842846832
1247	0.1842516124
1248	0.1842119114
1249	0.1841741714
1250	0.1841253731
1251	0.1840782745
1252	0.1840306273
1253	0.1839883712
1254	0.183941889
1255	0.1839066769
1256	0.1838786634
1257	0.1838393553
1258	0.1838000853
1259	0.1837436407
1260	0.1836857344
1261	0.1836379825
1262	0.1835967457
1263	0.1835562855
1264	0.1835106997
1265	0.1834596321
1266	0.1834163678
1267	0.1833771927
1268	0.183337758
1269	0.1832962146
1270	0.183259716
1271	0.1832193927
1272	0.1831727365
1273	0.1831299856
1274	0.183094331
1275	0.1830493571
1276	0.183003645
1277	0.1829626741
1278	0.1829126668
1279	0.1828695976
1280	0.1828324656
1281	0.1827776399
1282	0.1827301665
1283	0.1826874609
1284	0.1826461266
1285	0.1826114929
1286	0.1825639128
1287	0.1825273435
1288	0.1824784745
1289	0.1824288195
1290	0.1823729785
1291	0.1823301893
1292	0.1822775522
1293	0.1822641653
1294	0.1822126
1295	0.1821693076
1296	0.1821197176
1297	0.1820801607
1298	0.1820228621
1299	0.1819857371
1300	0.1819503441
1301	0.1819180122
1302	0.1818808377
1303	0.1818435007
1304	0.1818024181
1305	0.1817612153
1306	0.1817218069
1307	0.1816906669
1308	0.1816602989
1309	0.1816280505
1310	0.1815887805
1311	0.1815367726
1312	0.1815001693
1313	0.1814591292
1314	0.181424333
1315	0.1813891564
1316	0.1813532658
1317	0.1813253381
1318	0.1812634952
1319	0.1812272241
1320	0.1811804187
1321	0.181143011
1322	0.1811066085
1323	0.1810581156
1324	0.1810150465
1325	0.1809833963
1326	0.1809700475
1327	0.1809317264
1328	0.1808871515
1329	0.1808493449
1330	0.1807972367
1331	0.1807633947
1332	0.1807213308
1333	0.1806782432
1334	0.1806440209
1335	0.1806039718
1336	0.1805651912
1337	0.1805290983
1338	0.1804839338
1339	0.1804513121
1340	0.1804236604
1341	0.1803818242
1342	0.1803370188
1343	0.1802995955
1344	0.1802640638
1345	0.1802108782
1346	0.180163426
1347	0.1801098946
1348	0.1800743842
1349	0.1800250317
1350	0.1799927564
1351	0.1799496236
1352	0.1799116936
1353	0.1798773271
1354	0.1798310145
1355	0.1797724082
1356	0.1797427388
1357	0.1797086946
1358	0.1796609879
1359	0.1796142582
1360	0.1795797955
1361	0.1795408946
1362	0.1794962334
1363	0.1794467381
1364	0.179414173
1365	0.1794013969
1366	0.1793720017
1367	0.1793260298
1368	0.1792872673
1369	0.1792447326
1370	0.1792083697
1371	0.1791958608
1372	0.1791610962
1373	0.1791248238
1374	0.1790896783
1375	0.1790600088
1376	0.179028267
1377	0.1789908409
1378	0.1789554776
1379	0.1789193862
1380	0.1788842251
1381	0.178842099
1382	0.1787974916
1383	0.1787599538
1384	0.1787227538
1385	0.1786894902
1386	0.1786513613
1387	0.1786180962
1388	0.1785826239
1389	0.1785314276
1390	0.1784905897
1391	0.1784591133
1392	0.1784266231
1393	0.1783840744
1394	0.1783472592
1395	0.1783040105
1396	0.1782643404
1397	0.178229117
1398	0.1781962126
1399	0.1781304884
1400	0.1781056687
1401	0.1780706851
1402	0.1780350432
1403	0.178002932
1404	0.1779640183
1405	0.1779326775
1406	0.1778748401
1407	0.1778627159
1408	0.1778241274
1409	0.1777860013
1410	0.1777481708
1411	0.1777094622
1412	0.1776628301
1413	0.1776353026
1414	0.177602647
1415	0.1775618799
1416	0.1775194438
1417	0.1774782651
1418	0.1774382444
1419	0.1773997154
1420	0.1773645176
1421	0.1773244247
1422	0.1772857331
1423	0.1772511673
1424	0.1772000248
1425	0.1771594839
1426	0.1771218004
1427	0.1770714878
1428	0.1770331906
1429	0.1769969861
1430	0.1769576469
1431	0.1769165063
1432	0.1768643415
1433	0.1768293472
1434	0.1767923057
1435	0.1767513573
1436	0.1767121595
1437	0.1766797838
1438	0.1766329734
1439	0.176583628
1440	0.1765560222
1441	0.1765170295
1442	0.1764834535
1443	0.1764510042
1444	0.1764124532
1445	0.1763725243
1446	0.1763344189
1447	0.1762879197
1448	0.1762527233
1449	0.1762148997
1450	0.1761825948
1451	0.1761465158
1452	0.1761090897
1453	0.1760726221
1454	0.17603494
1455	0.1760234534
1456	0.1759815988
1457	0.1759384972
1458	0.1758983422
1459	0.1758606545
1460	0.1758316524
1461	0.1758015828
1462	0.1757637636
1463	0.1757282533
1464	0.175700494
1465	0.1756672262
1466	0.1756364496
1467	0.1755916965
1468	0.1755571604
1469	0.1755152988
1470	0.1754775827
1471	0.1754499435
1472	0.1754188389
1473	0.1753856332
1474	0.1753465867
1475	0.1753119869
1476	0.1752889218
1477	0.1752480684
1478	0.1752168662
1479	0.175177124
1480	0.1751450452
1481	0.1751064512
1482	0.175064492
1483	0.1750325207
1484	0.1749962043
1485	0.1749623962
1486	0.1749264419
1487	0.1748924797
1488	0.1748580679
1489	0.1748244282
1490	0.1747928273
1491	0.1747533397
1492	0.1747265475
1493	0.1747153549
1494	0.1746786032
1495	0.1746314932
1496	0.1745974109
1497	0.174553212
1498	0.1745299179
1499	0.1744947526
1500	0.1744621889
1501	0.17442984
1502	0.174391055
1503	0.1743553113
1504	0.1743235182
1505	0.1742856551
1506	0.1742495764
1507	0.1742067179
1508	0.1741696027
1509	0.1741372143
1510	0.1740935246
